Store,Website,Page URL,Top Category,Category,Brand,Total,Out of Stock,catalog_id
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/barbati/accesorii/curele-si-bijuterii?initialMap=c,c,c&initialQuery=barbati/accesorii/curele-si-bijuterii&map=category-1,category-2,category-3,brand,subcategorie&query=/barbati/accesorii/curele-si-bijuterii/saint-laurent/bijuterii&searchState",Men,Jewelry,SAINT LAURENT,0,0,9796
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/barbati/incaltaminte?initialMap=c,c&initialQuery=barbati/incaltaminte&map=category-1,category-2,brand&query=/barbati/incaltaminte/saint-laurent&searchState",Men,Shoes,SAINT LAURENT,0,0,9797
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/femei/accesorii?initialMap=c,c&initialQuery=femei/accesorii&map=category-1,category-2,brand&query=/femei/accesorii/saint-laurent&searchState",Women,Accessories,SAINT LAURENT,3,0,9798
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/femei/genti?initialMap=c,c&initialQuery=femei/genti&map=category-1,category-2,brand&query=/femei/genti/saint-laurent&searchState",Women,Bags,SAINT LAURENT,6,0,699
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/femei/imbracaminte?initialMap=c,c&initialQuery=femei/imbracaminte&map=category-1,category-2,brand&query=/femei/imbracaminte/saint-laurent&searchState",Women,Clothing,SAINT LAURENT,2,0,9799
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/femei/accesorii/curele-si-bijuterii?initialMap=c,c,c&initialQuery=femei/accesorii/curele-si-bijuterii&map=category-1,category-2,category-3,brand,subcategorie&query=/femei/accesorii/curele-si-bijuterii/saint-laurent/bijuterii&searchState",Women,Jewelry,SAINT LAURENT,3,0,9800
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/femei/incaltaminte?initialMap=c,c&initialQuery=femei/incaltaminte&map=category-1,category-2,brand&query=/femei/incaltaminte/saint-laurent&searchState",Women,Shoes,SAINT LAURENT,107,0,9801
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/barbati/accesorii?initialMap=c,c&initialQuery=barbati/accesorii&map=category-1,category-2,brand&query=/barbati/accesorii/santoni&searchState",Men,Accessories,SANTONI,14,0,50662
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/barbati/genti?initialMap=c,c&initialQuery=barbati/genti&map=category-1,category-2,brand&query=/barbati/genti/santoni&searchState",Men,Bags,SANTONI,1,0,50661
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/barbati/imbracaminte?initialMap=c,c&initialQuery=barbati/imbracaminte&map=category-1,category-2,brand&query=/barbati/imbracaminte/santoni&searchState",Men,Clothing,SANTONI,0,0,50659
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/barbati/accesorii/curele-si-bijuterii?initialMap=c,c,c&initialQuery=barbati/accesorii/curele-si-bijuterii&map=category-1,category-2,category-3,brand,subcategorie&query=/barbati/accesorii/curele-si-bijuterii/santoni/bijuterii&searchState",Men,Jewelry,SANTONI,0,0,50663
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/barbati/incaltaminte?initialMap=c,c&initialQuery=barbati/incaltaminte&map=category-1,category-2,brand&query=/barbati/incaltaminte/santoni&searchState",Men,Shoes,SANTONI,83,0,50660
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/femei/accesorii?initialMap=c,c&initialQuery=femei/accesorii&map=category-1,category-2,brand&query=/femei/accesorii/santoni&searchState",Women,Accessories,SANTONI,0,0,50667
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/femei/genti?initialMap=c,c&initialQuery=femei/genti&map=category-1,category-2,brand&query=/femei/genti/santoni&searchState",Women,Bags,SANTONI,1,0,50666
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/femei/imbracaminte?initialMap=c,c&initialQuery=femei/imbracaminte&map=category-1,category-2,brand&query=/femei/imbracaminte/santoni&searchState",Women,Clothing,SANTONI,0,0,50664
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/femei/accesorii/curele-si-bijuterii?initialMap=c,c,c&initialQuery=femei/accesorii/curele-si-bijuterii&map=category-1,category-2,category-3,brand,subcategorie&query=/femei/accesorii/curele-si-bijuterii/santoni/bijuterii&searchState",Women,Jewelry,SANTONI,0,0,50668
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/femei/incaltaminte?initialMap=c,c&initialQuery=femei/incaltaminte&map=category-1,category-2,brand&query=/femei/incaltaminte/santoni&searchState",Women,Shoes,SANTONI,31,0,50665
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/barbati/accesorii?initialMap=c,c&initialQuery=barbati/accesorii&map=category-1,category-2,brand&query=/barbati/accesorii/stella-mccartney&searchState",Men,Accessories,STELLA MCCARTNEY,1,0,50692
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/barbati/genti?initialMap=c,c&initialQuery=barbati/genti&map=category-1,category-2,brand&query=/barbati/genti/stella-mccartney&searchState",Men,Bags,STELLA MCCARTNEY,0,0,50691
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/barbati/imbracaminte?initialMap=c,c&initialQuery=barbati/imbracaminte&map=category-1,category-2,brand&query=/barbati/imbracaminte/stella-mccartney&searchState",Men,Clothing,STELLA MCCARTNEY,2,0,50689
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/barbati/accesorii/curele-si-bijuterii?initialMap=c,c,c&initialQuery=barbati/accesorii/curele-si-bijuterii&map=category-1,category-2,category-3,brand,subcategorie&query=/barbati/accesorii/curele-si-bijuterii/stella-mccartney/bijuterii&searchState",Men,Jewelry,STELLA MCCARTNEY,0,0,50693
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/barbati/incaltaminte?initialMap=c,c&initialQuery=barbati/incaltaminte&map=category-1,category-2,brand&query=/barbati/incaltaminte/stella-mccartney&searchState",Men,Shoes,STELLA MCCARTNEY,0,0,50690
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/femei/accesorii?initialMap=c,c&initialQuery=femei/accesorii&map=category-1,category-2,brand&query=/femei/accesorii/stella-mccartney&searchState",Women,Accessories,STELLA MCCARTNEY,0,0,50697
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/femei/genti?initialMap=c,c&initialQuery=femei/genti&map=category-1,category-2,brand&query=/femei/genti/stella-mccartney&searchState",Women,Bags,STELLA MCCARTNEY,0,0,50696
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/femei/imbracaminte?initialMap=c,c&initialQuery=femei/imbracaminte&map=category-1,category-2,brand&query=/femei/imbracaminte/stella-mccartney&searchState",Women,Clothing,STELLA MCCARTNEY,0,0,50694
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/femei/accesorii/curele-si-bijuterii?initialMap=c,c,c&initialQuery=femei/accesorii/curele-si-bijuterii&map=category-1,category-2,category-3,brand,subcategorie&query=/femei/accesorii/curele-si-bijuterii/stella-mccartney/bijuterii&searchState",Women,Jewelry,STELLA MCCARTNEY,0,0,50698
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/femei/incaltaminte?initialMap=c,c&initialQuery=femei/incaltaminte&map=category-1,category-2,brand&query=/femei/incaltaminte/stella-mccartney&searchState",Women,Shoes,STELLA MCCARTNEY,0,0,50695
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/barbati/accesorii?initialMap=c,c&initialQuery=barbati/accesorii&map=category-1,category-2,brand&query=/barbati/accesorii/stuart-weitzman&searchState",Men,Accessories,STUART WEITZMAN,0,0,50672
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/barbati/genti?initialMap=c,c&initialQuery=barbati/genti&map=category-1,category-2,brand&query=/barbati/genti/stuart-weitzman&searchState",Men,Bags,STUART WEITZMAN,0,0,50671
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/barbati/imbracaminte?initialMap=c,c&initialQuery=barbati/imbracaminte&map=category-1,category-2,brand&query=/barbati/imbracaminte/stuart-weitzman&searchState",Men,Clothing,STUART WEITZMAN,0,0,50669
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/barbati/accesorii/curele-si-bijuterii?initialMap=c,c,c&initialQuery=barbati/accesorii/curele-si-bijuterii&map=category-1,category-2,category-3,brand,subcategorie&query=/barbati/accesorii/curele-si-bijuterii/stuart-weitzman/bijuterii&searchState",Men,Jewelry,STUART WEITZMAN,0,0,50673
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/barbati/incaltaminte?initialMap=c,c&initialQuery=barbati/incaltaminte&map=category-1,category-2,brand&query=/barbati/incaltaminte/stuart-weitzman&searchState",Men,Shoes,STUART WEITZMAN,0,0,50670
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/femei/accesorii?initialMap=c,c&initialQuery=femei/accesorii&map=category-1,category-2,brand&query=/femei/accesorii/stuart-weitzman&searchState",Women,Accessories,STUART WEITZMAN,0,0,50677
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/femei/genti?initialMap=c,c&initialQuery=femei/genti&map=category-1,category-2,brand&query=/femei/genti/stuart-weitzman&searchState",Women,Bags,STUART WEITZMAN,0,0,50676
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/femei/imbracaminte?initialMap=c,c&initialQuery=femei/imbracaminte&map=category-1,category-2,brand&query=/femei/imbracaminte/stuart-weitzman&searchState",Women,Clothing,STUART WEITZMAN,0,0,50674
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/femei/accesorii/curele-si-bijuterii?initialMap=c,c,c&initialQuery=femei/accesorii/curele-si-bijuterii&map=category-1,category-2,category-3,brand,subcategorie&query=/femei/accesorii/curele-si-bijuterii/stuart-weitzman/bijuterii&searchState",Women,Jewelry,STUART WEITZMAN,0,0,50678
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/femei/incaltaminte?initialMap=c,c&initialQuery=femei/incaltaminte&map=category-1,category-2,brand&query=/femei/incaltaminte/stuart-weitzman&searchState",Women,Shoes,STUART WEITZMAN,1,0,50675
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/barbati/accesorii?initialMap=c,c&initialQuery=barbati/accesorii&map=category-1,category-2,brand&query=/barbati/accesorii/tom-ford&searchState",Men,Accessories,TOM FORD,4,0,23494
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/femei/accesorii?initialMap=c,c&initialQuery=femei/accesorii&map=category-1,category-2,brand&query=/femei/accesorii/tom-ford&searchState",Women,Accessories,TOM FORD,5,0,23499
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/barbati/accesorii?initialMap=c,c&initialQuery=barbati/accesorii&map=category-1,category-2,brand&query=/barbati/accesorii/valentino-garavani&searchState",Men,Accessories,VALENTINO GARAVANI,14,0,23514
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/barbati/genti?initialMap=c,c&initialQuery=barbati/genti&map=category-1,category-2,brand&query=/barbati/genti/valentino-garavani&searchState",Men,Bags,VALENTINO GARAVANI,0,0,23515
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/barbati/imbracaminte?initialMap=c,c&initialQuery=barbati/imbracaminte&map=category-1,category-2,brand&query=/barbati/imbracaminte/valentino-garavani&searchState",Men,Clothing,VALENTINO GARAVANI,102,0,23516
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/barbati/incaltaminte?initialMap=c,c&initialQuery=barbati/incaltaminte&map=category-1,category-2,brand&query=/barbati/incaltaminte/valentino-garavani&searchState",Men,Shoes,VALENTINO GARAVANI,38,0,23518
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/femei/accesorii?initialMap=c,c&initialQuery=femei/accesorii&map=category-1,category-2,brand&query=/femei/accesorii/valentino-garavani&searchState",Women,Accessories,VALENTINO GARAVANI,13,0,23519
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/femei/genti?initialMap=c,c&initialQuery=femei/genti&map=category-1,category-2,brand&query=/femei/genti/valentino-garavani&searchState",Women,Bags,VALENTINO GARAVANI,41,0,23520
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/femei/incaltaminte?initialMap=c,c&initialQuery=femei/incaltaminte&map=category-1,category-2,brand&query=/femei/incaltaminte/valentino-garavani&searchState",Women,Shoes,VALENTINO GARAVANI,9,0,23523
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/barbati/accesorii?initialMap=c,c&initialQuery=barbati/accesorii&map=category-1,category-2,brand&query=/barbati/accesorii/zegna&searchState",Men,Accessories,ZEGNA,48,0,50702
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/barbati/genti?initialMap=c,c&initialQuery=barbati/genti&map=category-1,category-2,brand&query=/barbati/genti/zegna&searchState",Men,Bags,ZEGNA,5,0,50701
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/barbati/imbracaminte?initialMap=c,c&initialQuery=barbati/imbracaminte&map=category-1,category-2,brand&query=/barbati/imbracaminte/zegna&searchState",Men,Clothing,ZEGNA,51,0,50699
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/barbati/accesorii/curele-si-bijuterii?initialMap=c,c,c&initialQuery=barbati/accesorii/curele-si-bijuterii&map=category-1,category-2,category-3,brand,subcategorie&query=/barbati/accesorii/curele-si-bijuterii/zegna/bijuterii&searchState",Men,Jewelry,ZEGNA,0,0,50703
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/barbati/incaltaminte?initialMap=c,c&initialQuery=barbati/incaltaminte&map=category-1,category-2,brand&query=/barbati/incaltaminte/zegna&searchState",Men,Shoes,ZEGNA,22,0,50700
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/femei/accesorii?initialMap=c,c&initialQuery=femei/accesorii&map=category-1,category-2,brand&query=/femei/accesorii/zegna&searchState",Women,Accessories,ZEGNA,0,0,50707
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/femei/genti?initialMap=c,c&initialQuery=femei/genti&map=category-1,category-2,brand&query=/femei/genti/zegna&searchState",Women,Bags,ZEGNA,0,0,50706
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/femei/imbracaminte?initialMap=c,c&initialQuery=femei/imbracaminte&map=category-1,category-2,brand&query=/femei/imbracaminte/zegna&searchState",Women,Clothing,ZEGNA,0,0,50704
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/femei/accesorii/curele-si-bijuterii?initialMap=c,c,c&initialQuery=femei/accesorii/curele-si-bijuterii&map=category-1,category-2,category-3,brand,subcategorie&query=/femei/accesorii/curele-si-bijuterii/zegna/bijuterii&searchState",Women,Jewelry,ZEGNA,0,0,50708
TERMINAL OF FASHION,https://www.toff.ro/,"https://www.toff.ro/femei/incaltaminte?initialMap=c,c&initialQuery=femei/incaltaminte&map=category-1,category-2,brand&query=/femei/incaltaminte/zegna&searchState",Women,Shoes,ZEGNA,0,0,50705
